"route","html-bytes","static-output","1440×900","1280×800","1024×768","768×1024","480×900","390×844","360×800"
"/app/solver/invitations","8072","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/invitations/INV-204","8217","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/invitations/INV-301","8279","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/invitations/INV-OUT-21-01","8327","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/messages","8121","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/notifications","8286","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities","8159","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities/aseptic-cleaning","8461","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities/boiler-emission","8436","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities/cold-chain-loss","8427","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities/compressor-efficiency","8505","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities/food-waste-value","8422","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities/line-changeover","8421","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities/natural-preservative","8456","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities/predictive-bearing","8439","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities/robot-pallet","8433","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities/salt-monitoring","8442","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities/smart-water-recovery","8324","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/opportunities/vision-defect","8425","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/payments","8136","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/pilots","8048","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/pilots/PIL-021","8087","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/profile","8106","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/profile/preview","8288","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals","8155","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/new","8181","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/new/budget","8186","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/new/execution","8228","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/new/review","8230","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/new/summary","8241","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/new/team","8151","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/new/technical","8213","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-104/edit","8203","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-104/preview","8211","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-104/versions","8232","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-109/edit","8329","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-109/preview","8347","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-109/versions","8362","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-116/edit","8329","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-116/preview","8347","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-116/versions","8362","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-121/edit","8329","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-121/preview","8347","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-121/versions","8362","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-127/edit","8329","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-127/preview","8347","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-127/versions","8362","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-134/edit","8329","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-134/preview","8347","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-134/versions","8362","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-138/edit","8329","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-138/preview","8347","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/proposals/PR-138/versions","8362","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals","8242","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-211/respond","8339","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-218/respond","8321","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-219/respond","8339","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-226/respond","8339","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-241/respond","8321","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-DEMO-001/respond","8364","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-DEMO-002/respond","8364","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-DEMO-003/respond","8364","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-DEMO-004/respond","8364","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-DEMO-005/respond","8364","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-DEMO-006/respond","8364","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-DEMO-007/respond","8364","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/received-proposals/OFF-DEMO-008/respond","8364","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/reputation","8267","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/saved","8186","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/settings","8057","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/team-building","8135","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/teams","8049","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/teams/new","8199","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/teams/TEAM-21","8079","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/teams/TEAM-34","8289","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/teams/TEAM-55","8283","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/solver/verification","8053","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/app/tasks","8010","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/auth","15508","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/auth/login","12646","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/auth/organization/login","12369","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/auth/organization/register/company","14179","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/auth/organization/register/representative","13174","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/auth/otp","9611","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/auth/recovery","9450","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/auth/register","16021","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/auth/solver/register/account","13693","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/auth/solver/register/profile","15417","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/auth/solver/register/type","12669","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/auth/verify-contact","15003","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges","52275","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/aseptic-cleaning","26316","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/boiler-emission","25590","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-021","26421","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-022","26874","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-023","26355","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-024","26648","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-025","26633","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-026","26449","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-027","25574","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-028","26251","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-029","26362","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-030","26296","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-031","26371","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-032","26511","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-034","11138","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-041","11138","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-1405-052","11138","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-DRAFT-001","11142","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-DRAFT-002","11142","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-DRAFT-003","11142","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-DRAFT-004","11142","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-DRAFT-005","11142","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-DRAFT-006","11142","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-DRAFT-007","11142","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/CH-DRAFT-008","11142","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/cold-chain-loss","26371","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/compressor-efficiency","26688","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/food-waste-value","26469","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/line-changeover","26267","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/natural-preservative","26547","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/predictive-bearing","26902","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/robot-pallet","26375","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/salt-monitoring","26378","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/smart-water-recovery","26457","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/challenges/vision-defect","26641","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/contact","17486","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/for-organizations","18635","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/for-solvers","18768","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/guides","18330","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/guides/confidentiality","15920","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/guides/intellectual-property","26173","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/guides/payments-disputes","15820","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/guides/review-rules","16069","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/how-it-works","15928","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/how-it-works/impact","15277","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/legal/privacy","15997","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/legal/terms","15749","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/organization/company","15656","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/organization/complete","16529","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/organization/contact","15424","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/organization/first-challenge","7908","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/organization/invite-team","16330","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/organization/representative","15798","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/organization/verification","16052","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/organization/workspace","16154","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/solver/complete","16689","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/solver/contact","15366","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/solver/expertise","15829","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/solver/identity","16167","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/solver/portfolio","16047","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/solver/preferences","16359","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/solver/recommendations","16612","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/onboarding/solver/type","15518","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/ops","7630","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/ops/disputes","7659","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/ops/kyc","7652","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/ops/moderation","7669","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/ops/payments","7659","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/ops/quality-gate","7677","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/ops/review-monitoring","7684","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/ops/settings","7659","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/ops/support","8731","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/ops/system","8858","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org","7630","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/approvals","8963","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/audit","8599","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges","7669","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-021","7733","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-021/edit","7762","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-021/preview","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-021/studio","7772","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-021/submitted","7787","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-034","7733","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-034/edit","7762","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-034/preview","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-034/studio","7772","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
